País,Competición,Categoría,Temporada,Jornada,Equipo 1,Resultado,Equipo 2
España,La Liga,1ª división,2016-2017,8,Leganés,2-3,Sevilla
España,La Liga,1ª división,2016-2017,8,FC Barcelona,4-0,Deportivo
España,La Liga,1ª división,2016-2017,8,Atlético,7-1,Granada
España,La Liga,1ª división,2016-2017,8,Betis,1-6,R. Madrid
España,La Liga,1ª división,2016-2017,8,Alavés,1-1,Málaga
España,La Liga,1ª división,2016-2017,8,Athletic,3-2,R. Sociedad
España,La Liga,1ª división,2016-2017,8,Sporting,1-2,Valencia
España,La Liga,1ª división,2016-2017,8,Villarreal,5-0,Celta
España,La Liga,1ª división,2016-2017,8,Eibar,2-3,Osasuna
España,La Liga,1ª división,2016-2017,9,Osasuna,1-2,Betis
España,La Liga,1ª división,2016-2017,9,Espanyol,3-3,Eibar
España,La Liga,1ª división,2016-2017,9,Valencia,2-3,FC Barcelona
España,La Liga,1ª división,2016-2017,9,R. Sociedad,3-0,Alavés
España,La Liga,1ª división,2016-2017,9,Granada,0-0,Sporting
España,La Liga,1ª división,2016-2017,9,Celta,4-1,Deportivo
España,La Liga,1ª división,2016-2017,9,Sevilla,1-0,Atlético
España,La Liga,1ª división,2016-2017,9,Villarreal,2-1,Las Palmas
España,La Liga,1ª división,2016-2017,9,Málaga,4-0,Leganés
España,La Liga,1ª división,2016-2017,9,R. Madrid,2-1,Athletic
España,La Liga,1ª división,2016-2017,10,Leganés,0-2,R. Sociedad
España,La Liga,1ª división,2016-2017,10,Sporting,1-1,Sevilla
España,La Liga,1ª división,2016-2017,10,Alavés,1-4,R. Madrid
España,La Liga,1ª división,2016-2017,10,Atlético,4-2,Málaga
España,La Liga,1ª división,2016-2017,10,FC Barcelona,1-0,Granada
España,La Liga,1ª división,2016-2017,10,Eibar,2-1,Villarreal
España,La Liga,1ª división,2016-2017,10,Athletic,1-1,Osasuna
España,La Liga,1ª división,2016-2017,10,Betis,0-1,Espanyol
España,La Liga,1ª división,2016-2017,10,Las Palmas,3-3,Celta
España,La Liga,1ª división,2016-2017,10,Deportivo,1-1,Valencia
España,La Liga,1ª división,2016-2017,11,Málaga,3-2,Sporting
España,La Liga,1ª división,2016-2017,11,Granada,1-1,Deportivo
España,La Liga,1ª división,2016-2017,11,R. Sociedad,2-0,Atlético
España,La Liga,1ª división,2016-2017,11,Osasuna,0-1,Alavés
España,La Liga,1ª división,2016-2017,11,Las Palmas,1-0,Eibar
España,La Liga,1ª división,2016-2017,11,R. Madrid,3-0,Leganés
España,La Liga,1ª división,2016-2017,11,Espanyol,0-0,Athletic
España,La Liga,1ª división,2016-2017,11,Celta,2-1,Valencia
España,La Liga,1ª división,2016-2017,11,Villarreal,2-0,Betis
España,La Liga,1ª división,2016-2017,11,Sevilla,1-2,FC Barcelona
España,La Liga,1ª división,2016-2017,12,Betis,2-0,Las Palmas
España,La Liga,1ª división,2016-2017,12,Deportivo,2-3,Sevilla
España,La Liga,1ª división,2016-2017,12,FC Barcelona,0-0,Málaga
España,La Liga,1ª división,2016-2017,12,Eibar,1-0,Celta
España,La Liga,1ª división,2016-2017,12,Atlético,0-3,R. Madrid
España,La Liga,1ª división,2016-2017,12,Alavés,0-1,Espanyol
España,La Liga,1ª división,2016-2017,12,Valencia,1-1,Granada
España,La Liga,1ª división,2016-2017,12,Sporting,1-3,R. Sociedad
España,La Liga,1ª división,2016-2017,12,Athletic,1-0,Villarreal
España,La Liga,1ª división,2016-2017,12,Leganés,2-0,Osasuna
España,La Liga,1ª división,2016-2017,13,Eibar,3-1,Betis
España,La Liga,1ª división,2016-2017,13,Málaga,4-3,Deportivo
España,La Liga,1ª división,2016-2017,13,R. Madrid,2-1,Sporting
España,La Liga,1ª división,2016-2017,13,Espanyol,3-0,Leganés
España,La Liga,1ª división,2016-2017,13,Sevilla,2-1,Valencia
España,La Liga,1ª división,2016-2017,13,Villarreal,0-2,Alavés
España,La Liga,1ª división,2016-2017,13,Osasuna,0-3,Atlético
España,La Liga,1ª división,2016-2017,13,Celta,3-1,Granada
España,La Liga,1ª división,2016-2017,13,R. Sociedad,1-1,FC Barcelona
España,La Liga,1ª división,2016-2017,13,Las Palmas,3-1,Athletic
España,La Liga,1ª división,2016-2017,14,Granada,2-1,Sevilla
España,La Liga,1ª división,2016-2017,14,FC Barcelona,1-1,R. Madrid
España,La Liga,1ª división,2016-2017,14,Leganés,0-0,Villarreal
España,La Liga,1ª división,2016-2017,14,Atlético,0-0,Espanyol
España,La Liga,1ª división,2016-2017,14,Betis,3-3,Celta
España,La Liga,1ª división,2016-2017,14,Athletic,3-1,Eibar
España,La Liga,1ª división,2016-2017,14,Alavés,1-1,Las Palmas
España,La Liga,1ª división,2016-2017,14,Sporting,3-1,Osasuna
España,La Liga,1ª división,2016-2017,14,Valencia,2-2,Málaga
España,La Liga,1ª división,2016-2017,14,Deportivo,5-1,R. Sociedad
España,La Liga,1ª división,2016-2017,15,Málaga,1-1,Granada
España,La Liga,1ª división,2016-2017,15,Osasuna,0-3,FC Barcelona
España,La Liga,1ª división,2016-2017,15,R. Sociedad,3-2,Valencia
España,La Liga,1ª división,2016-2017,15,Las Palmas,1-1,Leganés
España,La Liga,1ª división,2016-2017,15,R. Madrid,3-2,Deportivo
España,La Liga,1ª división,2016-2017,15,Eibar,0-0,Alavés
España,La Liga,1ª división,2016-2017,15,Celta,0-3,Sevilla
España,La Liga,1ª división,2016-2017,15,Espanyol,2-1,Sporting
España,La Liga,1ª división,2016-2017,15,Betis,1-0,Athletic
España,La Liga,1ª división,2016-2017,15,Villarreal,3-0,Atlético
España,La Liga,1ª división,2016-2017,16,Alavés,1-0,Betis
España,La Liga,1ª división,2016-2017,16,Sporting,1-3,Villarreal
España,La Liga,1ª división,2016-2017,16,Atlético,1-0,Las Palmas
España,La Liga,1ª división,2016-2017,16,Granada,0-2,R. Sociedad
España,La Liga,1ª división,2016-2017,16,Sevilla,4-1,Málaga
España,La Liga,1ª división,2016-2017,16,Leganés,1-1,Eibar
España,La Liga,1ª división,2016-2017,16,Deportivo,2-0,Osasuna
España,La Liga,1ª división,2016-2017,16,FC Barcelona,4-1,Espanyol
España,La Liga,1ª división,2016-2017,16,Athletic,2-1,Celta
España,La Liga,1ª división,2016-2017,17,Espanyol,1-1,Deportivo
España,La Liga,1ª división,2016-2017,17,R. Madrid,5-0,Granada
España,La Liga,1ª división,2016-2017,17,Eibar,0-2,Atlético
España,La Liga,1ª división,2016-2017,17,Las Palmas,1-0,Sporting
España,La Liga,1ª división,2016-2017,17,R. Sociedad,0-4,Sevilla
España,La Liga,1ª división,2016-2017,17,Athletic,0-0,Alavés
España,La Liga,1ª división,2016-2017,17,Betis,2-0,Leganés
España,La Liga,1ª división,2016-2017,17,Celta,3-1,Málaga
España,La Liga,1ª división,2016-2017,17,Villarreal,1-1,FC Barcelona
España,La Liga,1ª división,2016-2017,17,Osasuna,3-3,Valencia
España,La Liga,1ª división,2016-2017,18,Leganés,0-0,Athletic
España,La Liga,1ª división,2016-2017,18,FC Barcelona,5-0,Las Palmas
España,La Liga,1ª división,2016-2017,18,Atlético,1-0,Betis
España,La Liga,1ª división,2016-2017,18,Deportivo,0-0,Villarreal
España,La Liga,1ª división,2016-2017,18,Valencia,2-1,Espanyol
España,La Liga,1ª división,2016-2017,18,Celta,1-0,Alavés
España,La Liga,1ª división,2016-2017,18,Sporting,2-3,Eibar
España,La Liga,1ª división,2016-2017,18,Granada,1-1,Osasuna
España,La Liga,1ª división,2016-2017,18,Sevilla,2-1,R. Madrid
España,La Liga,1ª división,2016-2017,18,Málaga,0-2,R. Sociedad
España,La Liga,1ª división,2016-2017,19,Las Palmas,1-1,Deportivo
España,La Liga,1ª división,2016-2017,19,Espanyol,3-1,Granada
España,La Liga,1ª división,2016-2017,19,R. Madrid,2-1,Málaga
España,La Liga,1ª división,2016-2017,19,Alavés,2-2,Leganés
España,La Liga,1ª división,2016-2017,19,Villarreal,0-2,Valencia
España,La Liga,1ª división,2016-2017,19,Osasuna,3-4,Sevilla
España,La Liga,1ª división,2016-2017,19,Athletic,2-2,Atlético
España,La Liga,1ª división,2016-2017,19,Betis,0-0,Sporting
España,La Liga,1ª división,2016-2017,19,R. Sociedad,1-0,Celta
España,La Liga,1ª división,2016-2017,19,Eibar,0-4,FC Barcelona
España,La Liga,1ª división,2016-2017,20,Osasuna,1-1,Málaga
España,La Liga,1ª división,2016-2017,20,Villarreal,2-0,Granada
España,La Liga,1ª división,2016-2017,20,Alavés,0-0,Atlético
España,La Liga,1ª división,2016-2017,20,Eibar,3-1,Deportivo
España,La Liga,1ª división,2016-2017,20,Leganés,0-2,Celta
España,La Liga,1ª división,2016-2017,20,Betis,1-1,FC Barcelona
España,La Liga,1ª división,2016-2017,20,Espanyol,3-1,Sevilla
España,La Liga,1ª división,2016-2017,20,Athletic,2-1,Sporting
España,La Liga,1ª división,2016-2017,20,R. Madrid,3-0,R. Sociedad
España,La Liga,1ª división,2016-2017,20,Las Palmas,3-1,Valencia
España,La Liga,1ª división,2016-2017,21,Deportivo,21:45 - 03/02,Betis
España,La Liga,1ª división,2016-2017,21,Málaga,0-1,Espanyol
España,La Liga,1ª división,2016-2017,21,FC Barcelona,3-0,Athletic
España,La Liga,1ª división,2016-2017,21,Atlético,2-0,Leganés
España,La Liga,1ª división,2016-2017,21,Valencia,0-4,Eibar
España,La Liga,1ª división,2016-2017,21,Sevilla,0-0,Villarreal
España,La Liga,1ª división,2016-2017,21,Sporting,2-4,Alavés
España,La Liga,1ª división,2016-2017,21,R. Sociedad,3-2,Osasuna
España,La Liga,1ª división,2016-2017,21,Celta,21:45 - 05/02,R. Madrid
España,La Liga,1ª división,2016-2017,21,Granada,1-0,Las Palmas
España,La Liga,1ª división,2016-2017,22,Espanyol,1-2,R. Sociedad
España,La Liga,1ª división,2016-2017,22,Betis,0-0,Valencia
España,La Liga,1ª división,2016-2017,22,Alavés,0-6,FC Barcelona
España,La Liga,1ª división,2016-2017,22,Athletic,2-1,Deportivo
España,La Liga,1ª división,2016-2017,22,Osasuna,1-3,R. Madrid
España,La Liga,1ª división,2016-2017,22,Villarreal,1-1,Málaga
España,La Liga,1ª división,2016-2017,22,Leganés,0-2,Sporting
España,La Liga,1ª división,2016-2017,22,Las Palmas,0-1,Sevilla
España,La Liga,1ª división,2016-2017,22,Atlético,3-2,Celta
España,La Liga,1ª división,2016-2017,22,Eibar,4-0,Granada
España,La Liga,1ª división,2016-2017,23,Granada,4-1,Betis
España,La Liga,1ª división,2016-2017,23,Sporting,1-4,Atlético
España,La Liga,1ª división,2016-2017,23,R. Madrid,2-0,Espanyol
España,La Liga,1ª división,2016-2017,23,Deportivo,0-1,Alavés
España,La Liga,1ª división,2016-2017,23,Sevilla,2-0,Eibar
España,La Liga,1ª división,2016-2017,23,R. Sociedad,0-1,Villarreal
España,La Liga,1ª división,2016-2017,23,Valencia,2-0,Athletic
España,La Liga,1ª división,2016-2017,23,Celta,3-0,Osasuna
España,La Liga,1ª división,2016-2017,23,FC Barcelona,2-1,Leganés
España,La Liga,1ª división,2016-2017,23,Málaga,2-1,Las Palmas
España,La Liga,1ª división,2016-2017,24,Valencia,2-1,R. Madrid
España,La Liga,1ª división,2016-2017,24,Las Palmas,0-1,R. Sociedad
España,La Liga,1ª división,2016-2017,24,Alavés,2-1,Valencia
España,La Liga,1ª división,2016-2017,24,Betis,1-2,Sevilla
España,La Liga,1ª división,2016-2017,24,Leganés,4-0,Deportivo
España,La Liga,1ª división,2016-2017,24,Eibar,3-0,Málaga
España,La Liga,1ª división,2016-2017,24,Espanyol,3-0,Osasuna
España,La Liga,1ª división,2016-2017,24,Atlético,1-2,FC Barcelona
España,La Liga,1ª división,2016-2017,24,Athletic,3-1,Granada
España,La Liga,1ª división,2016-2017,24,Sporting,1-1,Celta
España,La Liga,1ª división,2016-2017,24,Villarreal,2-3,R. Madrid
España,La Liga,1ª división,2016-2017,25,R. Sociedad,2-2,Eibar
España,La Liga,1ª división,2016-2017,25,Málaga,1-2,Betis
España,La Liga,1ª división,2016-2017,25,Valencia,1-0,Leganés
España,La Liga,1ª división,2016-2017,25,Osasuna,1-4,Villarreal
España,La Liga,1ª división,2016-2017,25,FC Barcelona,6-1,Sporting
España,La Liga,1ª división,2016-2017,25,Celta,2-2,Espanyol
España,La Liga,1ª división,2016-2017,25,R. Madrid,3-3,Las Palmas
España,La Liga,1ª división,2016-2017,25,Granada,2-1,Alavés
España,La Liga,1ª división,2016-2017,25,Deportivo,1-1,Atlético
España,La Liga,1ª división,2016-2017,25,Sevilla,1-0,Athletic
España,La Liga,1ª división,2016-2017,26,Betis,2-3,R. Sociedad
España,La Liga,1ª división,2016-2017,26,Leganés,1-0,Granada
España,La Liga,1ª división,2016-2017,26,Eibar,1-4,R. Madrid
España,La Liga,1ª división,2016-2017,26,Villarreal,2-0,Espanyol
España,La Liga,1ª división,2016-2017,26,FC Barcelona,5-0,Celta
España,La Liga,1ª división,2016-2017,26,Sporting,0-1,Deportivo
España,La Liga,1ª división,2016-2017,26,Atlético,3-0,Valencia
España,La Liga,1ª división,2016-2017,26,Las Palmas,5-2,Osasuna
España,La Liga,1ª división,2016-2017,26,Athletic,1-0,Málaga
España,La Liga,1ª división,2016-2017,26,Alavés,1-1,Sevilla
España,La Liga,1ª división,2016-2017,27,Deportivo,1-1,Betis
España,La Liga,1ª división,2016-2017,27,Espanyol,4-3,Las Palmas
España,La Liga,1ª división,2016-2017,27,Valencia,1-1,Sporting
España,La Liga,1ª división,2016-2017,27,Sevilla,1-1,Leganés
España,La Liga,1ª división,2016-2017,27,Málaga,1-2,Alavés
España,La Liga,1ª división,2016-2017,27,Granada,0-1,Atlético
España,La Liga,1ª división,2016-2017,27,R. Sociedad,0-2,Athletic
España,La Liga,1ª división,2016-2017,27,Deportivo,2-1,FC Barcelona
España,La Liga,1ª división,2016-2017,27,Celta,0-1,Villarreal
España,La Liga,1ª división,2016-2017,27,R. Madrid,2-1,Betis
España,La Liga,1ª división,2016-2017,27,Osasuna,1-1,Eibar
España,La Liga,1ª división,2016-2017,28,Las Palmas,1-0,Villarreal
España,La Liga,1ª división,2016-2017,28,Eibar,1-1,Espanyol
España,La Liga,1ª división,2016-2017,28,Athletic,1-2,R. Madrid
España,La Liga,1ª división,2016-2017,28,Alavés,1-0,R. Sociedad
España,La Liga,1ª división,2016-2017,28,Betis,2-0,Osasuna
España,La Liga,1ª división,2016-2017,28,Leganés,0-0,Málaga
España,La Liga,1ª división,2016-2017,28,Atlético,3-1,Sevilla
España,La Liga,1ª división,2016-2017,28,Sporting,3-1,Granada
España,La Liga,1ª división,2016-2017,28,Deportivo,0-1,Celta
España,La Liga,1ª división,2016-2017,28,FC Barcelona,4-2,Valencia
España,La Liga,1ª división,2016-2017,29,Espanyol,2-1,Betis
España,La Liga,1ª división,2016-2017,29,Villarreal,2-3,Eibar
España,La Liga,1ª división,2016-2017,29,Osasuna,1-2,Athletic
España,La Liga,1ª división,2016-2017,29,R. Sociedad,1-1,Leganés
España,La Liga,1ª división,2016-2017,29,Málaga,0-2,Atlético
España,La Liga,1ª división,2016-2017,29,Sevilla,0-0,Sporting
España,La Liga,1ª división,2016-2017,29,R. Madrid,3-0,Alavés
España,La Liga,1ª división,2016-2017,29,Valencia,3-0,Deportivo
España,La Liga,1ª división,2016-2017,29,Granada,1-4,FC Barcelona
España,La Liga,1ª división,2016-2017,29,Celta,3-1,Las Palmas
España,La Liga,1ª división,2016-2017,30,Athletic,2-0,Espanyol
España,La Liga,1ª división,2016-2017,30,Betis,0-1,Villarreal
España,La Liga,1ª división,2016-2017,30,Atlético,1-0,R. Sociedad
España,La Liga,1ª división,2016-2017,30,FC Barcelona,3-0,Sevilla
España,La Liga,1ª división,2016-2017,30,Alavés,0-1,Osasuna
España,La Liga,1ª división,2016-2017,30,Sporting,0-1,Málaga
España,La Liga,1ª división,2016-2017,30,Deportivo,0-0,Granada
España,La Liga,1ª división,2016-2017,30,Leganés,2-4,R. Madrid
España,La Liga,1ª división,2016-2017,30,Eibar,3-1,Las Palmas
España,La Liga,1ª división,2016-2017,30,Valencia,3-2,Celta
España,La Liga,1ª división,2016-2017,31,Villarreal,3-1,Athletic
España,La Liga,1ª división,2016-2017,31,Espanyol,1-0,Alavés
España,La Liga,1ª división,2016-2017,31,R. Madrid,1-1,Atlético
España,La Liga,1ª división,2016-2017,31,Sevilla,4-2,Deportivo
España,La Liga,1ª división,2016-2017,31,Málaga,2-0,FC Barcelona
España,La Liga,1ª división,2016-2017,31,Granada,1-3,Valencia
España,La Liga,1ª división,2016-2017,31,Celta,0-2,Eibar
España,La Liga,1ª división,2016-2017,31,Osasuna,2-1,Leganés
España,La Liga,1ª división,2016-2017,31,Las Palmas,4-1,Betis
España,La Liga,1ª división,2016-2017,31,R. Sociedad,3-1,Sporting
España,La Liga,1ª división,2016-2017,32,Athletic,5-1,Las Palmas
España,La Liga,1ª división,2016-2017,32,Deportivo,2-0,Málaga
España,La Liga,1ª división,2016-2017,32,Sporting,2-3,R. Madrid
España,La Liga,1ª división,2016-2017,32,Atlético,3-0,Osasuna
España,La Liga,1ª división,2016-2017,32,FC Barcelona,3-2,R. Sociedad
España,La Liga,1ª división,2016-2017,32,Leganés,0-1,Espanyol
España,La Liga,1ª división,2016-2017,32,Valencia,0-0,Sevilla
España,La Liga,1ª división,2016-2017,32,Betis,2-0,Eibar
España,La Liga,1ª división,2016-2017,32,Granada,0-3,Celta
España,La Liga,1ª división,2016-2017,32,Alavés,2-1,Villarreal
España,La Liga,1ª división,2016-2017,33,Sevilla,2-0,Granada
España,La Liga,1ª división,2016-2017,33,Málaga,2-0,Valencia
España,La Liga,1ª división,2016-2017,33,Villarreal,2-1,Leganés
España,La Liga,1ª división,2016-2017,33,Osasuna,2-2,Sporting
España,La Liga,1ª división,2016-2017,33,Espanyol,0-1,Atlético
España,La Liga,1ª división,2016-2017,33,R. Sociedad,1-0,Deportivo
España,La Liga,1ª división,2016-2017,33,Celta,0-1,Betis
España,La Liga,1ª división,2016-2017,33,Las Palmas,1-1,Alavés
España,La Liga,1ª división,2016-2017,33,R. Madrid,2-3,FC Barcelona
España,La Liga,1ª división,2016-2017,33,Eibar,0-1,Athletic
España,La Liga,1ª división,2016-2017,34,Sporting,1-1,Espanyol
España,La Liga,1ª división,2016-2017,34,Granada,0-2,Málaga
España,La Liga,1ª división,2016-2017,34,Atlético,0-1,Villarreal
España,La Liga,1ª división,2016-2017,34,FC Barcelona,7-1,Osasuna
España,La Liga,1ª división,2016-2017,34,Leganés,3-0,Las Palmas
España,La Liga,1ª división,2016-2017,34,Valencia,2-3,R. Sociedad
España,La Liga,1ª división,2016-2017,34,Deportivo,2-6,R. Madrid
España,La Liga,1ª división,2016-2017,34,Alavés,0-0,Eibar
España,La Liga,1ª división,2016-2017,34,Sevilla,2-1,Celta
España,La Liga,1ª división,2016-2017,34,Athletic,2-1,Betis
España,La Liga,1ª división,2016-2017,35,Villarreal,3-1,Sporting
España,La Liga,1ª división,2016-2017,35,R. Sociedad,2-1,Granada
España,La Liga,1ª división,2016-2017,35,R. Madrid,2-1,Valencia
España,La Liga,1ª división,2016-2017,35,Las Palmas,0-5,Atlético
España,La Liga,1ª división,2016-2017,35,Espanyol,0-3,FC Barcelona
España,La Liga,1ª división,2016-2017,35,Osasuna,2-2,Deportivo
España,La Liga,1ª división,2016-2017,35,Betis,1-4,Alavés
España,La Liga,1ª división,2016-2017,35,Eibar,2-0,Leganés
España,La Liga,1ª división,2016-2017,35,Celta,0-3,Athletic
España,La Liga,1ª división,2016-2017,35,Málaga,4-2,Sevilla
España,La Liga,1ª división,2016-2017,36,Sevilla,1-1,R. Sociedad
España,La Liga,1ª división,2016-2017,36,Sporting,1-0,Las Palmas
España,La Liga,1ª división,2016-2017,36,Atlético,1-0,Eibar
España,La Liga,1ª división,2016-2017,36,FC Barcelona,4-1,Villarreal
España,La Liga,1ª división,2016-2017,36,Granada,0-4,R. Madrid
España,La Liga,1ª división,2016-2017,36,Alavés,1-0,Athletic
España,La Liga,1ª división,2016-2017,36,Valencia,4-1,Osasuna
España,La Liga,1ª división,2016-2017,36,Deportivo,1-2,Espanyol
España,La Liga,1ª división,2016-2017,36,Málaga,3-0,Celta
España,La Liga,1ª división,2016-2017,36,Leganés,4-0,Betis
España,La Liga,1ª división,2016-2017,37,Espanyol,0-1,Valencia
España,La Liga,1ª división,2016-2017,37,Osasuna,2-1,Granada
España,La Liga,1ª división,2016-2017,37,Alavés,3-1,Celta
España,La Liga,1ª división,2016-2017,37,Las Palmas,1-4,FC Barcelona
España,La Liga,1ª división,2016-2017,37,Athletic,1-1,Leganés
España,La Liga,1ª división,2016-2017,37,Betis,1-1,Atlético
España,La Liga,1ª división,2016-2017,37,Eibar,0-1,Sporting
España,La Liga,1ª división,2016-2017,37,Villarreal,0-0,Deportivo
España,La Liga,1ª división,2016-2017,37,R. Madrid,4-1,Sevilla
España,La Liga,1ª división,2016-2017,37,R. Sociedad,2-2,Málaga
España,La Liga,1ª división,2016-2017,38,Celta,1-4,R. Madrid
España,La Liga,1ª división,2016-2017,38,Granada,1-2,Espanyol
España,La Liga,1ª división,2016-2017,38,Sporting,2-2,Betis
España,La Liga,1ª división,2016-2017,38,Leganés,1-1,Alavés
España,La Liga,1ª división,2016-2017,38,Deportivo,3-0,Las Palmas
España,La Liga,1ª división,2016-2017,38,Sevilla,5-0,Osasuna
España,La Liga,1ª división,2016-2017,38,Atlético,3-1,Athletic
España,La Liga,1ª división,2016-2017,38,Valencia,1-3,Villarreal
España,La Liga,1ª división,2016-2017,38,Celta,2-2,R. Sociedad
España,La Liga,1ª división,2016-2017,38,FC Barcelona,4-2,Eibar
España,La Liga,1ª división,2016-2017,38,Málaga,0-2,R. Madrid
España,La Liga,1ª división,2017-2018,1,Leganés,1-0,Alavés
España,La Liga,1ª división,2017-2018,1,Valencia,1-0,Las Palmas
España,La Liga,1ª división,2017-2018,1,Celta,2-3,R. Sociedad
España,La Liga,1ª división,2017-2018,1,Girona,2-2,Atlético
España,La Liga,1ª división,2017-2018,1,Sevilla,1-1,Espanyol
España,La Liga,1ª división,2017-2018,1,Athletic,0-0,Getafe
España,La Liga,1ª división,2017-2018,1,FC Barcelona,2-0,Betis
España,La Liga,1ª división,2017-2018,1,Deportivo,0-3,R. Madrid
España,La Liga,1ª división,2017-2018,1,Levante,1-0,Villarreal
España,La Liga,1ª división,2017-2018,1,Málaga,0-1,Eibar
España,La Liga,1ª división,2017-2018,2,R. Sociedad,3-0,Villarreal
España,La Liga,1ª división,2017-2018,2,Betis,2-1,Celta
España,La Liga,1ª división,2017-2018,2,Alavés,0-2,FC Barcelona
España,La Liga,1ª división,2017-2018,2,Levante,2-2,Deportivo
España,La Liga,1ª división,2017-2018,2,Girona,1-0,Málaga
España,La Liga,1ª división,2017-2018,2,Las Palmas,1-5,Atlético
España,La Liga,1ª división,2017-2018,2,Espanyol,0-1,Leganés
España,La Liga,1ª división,2017-2018,2,Eibar,0-1,Athletic
España,La Liga,1ª división,2017-2018,2,Getafe,0-1,Sevilla
España,La Liga,1ª división,2017-2018,2,R. Madrid,2-2,Valencia
España,La Liga,1ª división,2017-2018,3,Leganés,1-2,Getafe
España,La Liga,1ª división,2017-2018,3,R. Madrid,1-1,Levante
España,La Liga,1ª división,2017-2018,3,Valencia,0-0,Atlético
España,La Liga,1ª división,2017-2018,3,Sevilla,3-0,Eibar
España,La Liga,1ª división,2017-2018,3,FC Barcelona,5-0,Espanyol
España,La Liga,1ª división,2017-2018,3,Deportivo,2-4,R. Sociedad
España,La Liga,1ª división,2017-2018,3,Athletic,2-0,Girona
España,La Liga,1ª división,2017-2018,3,Celta,1-0,Alavés
España,La Liga,1ª división,2017-2018,3,Villarreal,3-1,Betis
España,La Liga,1ª división,2017-2018,3,Málaga,1-3,Las Palmas
España,La Liga,1ª división,2017-2018,4,Eibar,1-0,Leganés
España,La Liga,1ª división,2017-2018,4,Levante,1-1,Valencia
España,La Liga,1ª división,2017-2018,4,Getafe,1-2,FC Barcelona
España,La Liga,1ª división,2017-2018,4,Betis,2-1,Deportivo
España,La Liga,1ª división,2017-2018,4,Atlético,1-0,Málaga
España,La Liga,1ª división,2017-2018,4,Alavés,0-3,Villarreal
España,La Liga,1ª división,2017-2018,4,Girona,0-1,Sevilla
España,La Liga,1ª división,2017-2018,4,Las Palmas,1-0,Athletic
España,La Liga,1ª división,2017-2018,4,R. Sociedad,1-3,R. Madrid
España,La Liga,1ª división,2017-2018,4,Espanyol,2-1,Celta
España,La Liga,1ª división,2017-2018,5,Valencia,5-0,Málaga
España,La Liga,1ª división,2017-2018,5,FC Barcelona,6-1,Eibar
España,La Liga,1ª división,2017-2018,5,Leganés,0-0,Girona
España,La Liga,1ª división,2017-2018,5,Athletic,1-2,Atlético
España,La Liga,1ª división,2017-2018,5,Deportivo,1-0,Alavés
España,La Liga,1ª división,2017-2018,5,R. Madrid,0-1,Betis
España,La Liga,1ª división,2017-2018,5,Sevilla,1-0,Las Palmas
España,La Liga,1ª división,2017-2018,5,Villarreal,0-0,Espanyol
España,La Liga,1ª división,2017-2018,5,Celta,1-1,Getafe
España,La Liga,1ª división,2017-2018,5,Levante,3-0,R. Sociedad
España,La Liga,1ª división,2017-2018,6,Atlético,2-0,Sevilla
España,La Liga,1ª división,2017-2018,6,Alavés,1-2,R. Madrid
España,La Liga,1ª división,2017-2018,6,Málaga,3-3,Athletic
España,La Liga,1ª división,2017-2018,6,Girona,0-3,FC Barcelona
España,La Liga,1ª división,2017-2018,6,Espanyol,4-1,Deportivo
España,La Liga,1ª división,2017-2018,6,Getafe,4-0,Villarreal
España,La Liga,1ª división,2017-2018,6,Las Palmas,0-2,Leganés
España,La Liga,1ª división,2017-2018,6,Eibar,0-4,Celta
España,La Liga,1ª división,2017-2018,6,R. Sociedad,2-3,Valencia
España,La Liga,1ª división,2017-2018,6,Betis,4-0,Levante
España,La Liga,1ª división,2017-2018,7,Celta,3-3,Girona
España,La Liga,1ª división,2017-2018,7,Deportivo,2-1,Getafe
España,La Liga,1ª división,2017-2018,7,Sevilla,2-0,Málaga
España,La Liga,1ª división,2017-2018,7,Levante,0-2,Alavés
España,La Liga,1ª división,2017-2018,7,Leganés,0-0,Atlético
España,La Liga,1ª división,2017-2018,7,R. Sociedad,4-4,Betis
España,La Liga,1ª división,2017-2018,7,FC Barcelona,3-0,Las Palmas
España,La Liga,1ª división,2017-2018,7,Villarreal,3-0,Eibar
España,La Liga,1ª división,2017-2018,7,Valencia,3-2,Athletic
España,La Liga,1ª división,2017-2018,7,R. Madrid,2-0,Espanyol
España,La Liga,1ª división,2017-2018,8,Espanyol,0-0,Levante
España,La Liga,1ª división,2017-2018,8,Athletic,1-0,Sevilla
España,La Liga,1ª división,2017-2018,8,Getafe,1-2,R. Madrid
España,La Liga,1ª división,2017-2018,8,Alavés,0-2,R. Sociedad
España,La Liga,1ª división,2017-2018,8,Atlético,1-1,FC Barcelona
España,La Liga,1ª división,2017-2018,8,Eibar,0-0,Deportivo
España,La Liga,1ª división,2017-2018,8,Girona,1-2,Villarreal
España,La Liga,1ª división,2017-2018,8,Málaga,0-2,Leganés
España,La Liga,1ª división,2017-2018,8,Betis,3-6,Valencia
España,La Liga,1ª división,2017-2018,8,Las Palmas,2-5,Celta
España,La Liga,1ª división,2017-2018,9,Levante,1-1,Getafe
España,La Liga,1ª división,2017-2018,9,Betis,2-0,Alavés
España,La Liga,1ª división,2017-2018,9,Valencia,4-0,Sevilla
España,La Liga,1ª división,2017-2018,9,FC Barcelona,2-0,Málaga
España,La Liga,1ª división,2017-2018,9,Villarreal,4-0,Las Palmas
